path,label,split
./data/int20/01-NORMO/10-025377.PB.PAP~C.1-213.TIF,2,-0.24953813161222393
./data/int20/01-NORMO/10-025377.PB.PAP~C.214-807.TIF,2,-1.0256060146806734
./data/int20/01-NORMO/10-026949.PB.PAP~B.1-1500.TIF,2,1.234128797213901
./data/int20/01-NORMO/10-027729.PB.PAP~B.1-193.TIF,2,2.589937664792439
./data/int20/01-NORMO/10-027729.PB.PAP~B.1020-1026.TIF,2,-1.365740593022205
./data/int20/01-NORMO/10-027729.PB.PAP~B.1027-1067.TIF,2,1.0097114288964515
./data/int20/01-NORMO/10-027729.PB.PAP~B.1068-1147.TIF,2,-0.14970585652907248
./data/int20/01-NORMO/10-027729.PB.PAP~B.1148-1266.TIF,2,1.9669738151526386
./data/int20/01-NORMO/10-027729.PB.PAP~B.1267-1500.TIF,2,-0.6331754156547053
./data/int20/01-NORMO/10-027729.PB.PAP~B.194-432.TIF,2,1.9097183796167576
./data/int20/01-NORMO/10-027729.PB.PAP~B.445-545.TIF,2,0.716140886760251
./data/int20/01-NORMO/10-027729.PB.PAP~B.546-600.TIF,2,0.4204334381969512
./data/int20/01-NORMO/10-027729.PB.PAP~B.653-683.TIF,2,-0.2890903341054934
./data/int20/01-NORMO/10-027729.PB.PAP~B.684-754.TIF,2,-0.3118260847204833
./data/int20/01-NORMO/10-027729.PB.PAP~B.755-778.TIF,2,-0.48306482627594927
./data/int20/01-NORMO/10-027729.PB.PAP~B.779-783.TIF,2,0.9193754881267386
./data/int20/01-NORMO/10-027729.PB.PAP~B.784-796.TIF,2,-1.133863690132992
./data/int20/01-NORMO/10-027729.PB.PAP~B.797-852.TIF,2,-0.7717058837947277
./data/int20/01-NORMO/10-027729.PB.PAP~B.853-858.TIF,2,-0.3808394317281516
./data/int20/01-NORMO/10-027729.PB.PAP~B.859-886.TIF,2,1.0409931784311228
./data/int20/01-NORMO/10-027729.PB.PAP~B.887-929.TIF,2,-1.0925411960616265
./data/int20/01-NORMO/10-027729.PB.PAP~B.930-1019.TIF,2,-0.3405209202685829
./data/int20/01-NORMO/12-37354.PB.PAP~B.1-2000.TIF,2,0.11065474593565942
./data/int20/01-NORMO/13-13095.PB.PAP~B.150-174.TIF,2,-0.36053882327903447
./data/int20/01-NORMO/13-13095.PB.PAP~B.175-223.TIF,2,-1.8622199225681348
./data/int20/01-NORMO/13-13095.PB.PAP~B.224-227.TIF,2,-0.5067791002839597
./data/int20/01-NORMO/13-13095.PB.PAP~B.228-238.TIF,2,1.1654551018681492
./data/int20/01-NORMO/13-13095.PB.PAP~B.239-257.TIF,2,0.6661011837690538
./data/int20/01-NORMO/13-13095.PB.PAP~B.258-294.TIF,2,-1.5880482514734706
./data/int20/01-NORMO/13-13095.PB.PAP~B.33-93.TIF,2,0.5653549535314747
./data/int20/01-NORMO/13-13095.PB.PAP~B.346-360.TIF,2,-1.2770535687997593
./data/int20/01-NORMO/13-13095.PB.PAP~B.361-364.TIF,2,-0.07225189013439866
./data/int20/01-NORMO/13-13095.PB.PAP~B.365-370.TIF,2,-0.9038926288781893
./data/int20/01-NORMO/13-13095.PB.PAP~B.371-383.TIF,2,1.2576570047188707
./data/int20/01-NORMO/13-13095.PB.PAP~B.384-385.TIF,2,-0.8323968400905788
./data/int20/01-NORMO/13-13095.PB.PAP~B.386-498.TIF,2,1.2017255724484264
./data/int20/01-NORMO/13-13095.PB.PAP~B.499-564.TIF,2,-0.2092013616808771
./data/int20/01-NORMO/13-13095.PB.PAP~B.589-593.TIF,2,0.8886730484854696
./data/int20/01-NORMO/13-13095.PB.PAP~B.684-715.TIF,2,0.59750387339464
./data/int20/01-NORMO/13-13095.PB.PAP~B.716-767.TIF,2,0.8767553112710029
./data/int20/01-NORMO/13-13095.PB.PAP~B.768-782.TIF,2,0.22021890031811964
./data/int20/01-NORMO/13-13095.PB.PAP~B.783-806.TIF,2,-0.9245964830983909
./data/int20/01-NORMO/13-13095.PB.PAP~B.807-822.TIF,2,-0.4816841398907832
./data/int20/01-NORMO/13-13095.PB.PAP~B.823-900.TIF,2,-0.49627428407949176
./data/int20/01-NORMO/13-13095.PB.PAP~B.901-905.TIF,2,-0.5914968281930095
./data/int20/01-NORMO/13-13095.PB.PAP~B.94-99.TIF,2,-1.0416777324006128
./data/int20/01-NORMO/14-40735.PB.PAP~B.1-52.TIF,2,0.9162950045343765
./data/int20/01-NORMO/14-40735.PB.PAP~B.1291-1300.TIF,2,1.2257181061779843
./data/int20/01-NORMO/14-40735.PB.PAP~B.1301-1749.TIF,2,0.0876090223252189
./data/int20/01-NORMO/14-40735.PB.PAP~B.1750-2000.TIF,2,-1.6824934265455826
./data/int20/01-NORMO/14-40735.PB.PAP~B.329-510.TIF,2,-0.21847858795797206
./data/int20/01-NORMO/14-40735.PB.PAP~B.511-530.TIF,2,-1.4576722408496077
./data/int20/01-NORMO/14-40735.PB.PAP~B.531-1290.TIF,2,-0.25654601889665873
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1002-1002.TIF,2,1.0832427268907043
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1004-1005.TIF,2,0.2069139495634833
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1006-1006.TIF,2,-0.020920274938327713
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1007-1007.TIF,2,-0.8737374037382449
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1008-1010.TIF,2,0.30839099814127136
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1011-1011.TIF,2,0.5093451003143121
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1012-1012.TIF,2,0.41652721826092204
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1013-1013.TIF,2,-0.2158055123221818
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1015-1016.TIF,2,-0.6248005802502481
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1017-1017.TIF,2,-0.00707681272125039
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1018-1018.TIF,2,-0.8036095935578635
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1020-1020.TIF,2,-0.14089028431550196
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1022-1022.TIF,2,-0.1588593793424999
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1023-1023.TIF,2,2.644501582734126
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1024-1024.TIF,2,-0.4464440729417309
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1025-1025.TIF,2,-0.3975943995116263
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1026-1028.TIF,2,-1.4778513478921314
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1032-1034.TIF,2,-0.5673535574943219
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1035-1035.TIF,2,2.3935258682563574
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1036-1036.TIF,2,0.7815324352075126
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1037-1038.TIF,2,0.9176672568610732
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1049-1049.TIF,2,-0.9537146611617142
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1050-1050.TIF,2,-0.13433918362644645
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1051-1051.TIF,2,-0.0554694459171474
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1053-1054.TIF,2,-0.462200810870801
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1055-1055.TIF,2,0.39034101211055844
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1056-1058.TIF,2,1.4153233656939253
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1060-1061.TIF,2,0.6580873309762528
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1062-1062.TIF,2,-0.7251184525587795
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1063-1064.TIF,2,1.1690104631943243
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1065-1065.TIF,2,-1.0943580106665096
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1066-1066.TIF,2,1.362277910077798
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1068-1068.TIF,2,-0.41070992967390907
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1073-1074.TIF,2,2.1401205373105148
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1075-1076.TIF,2,0.35974005198047004
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1077-1080.TIF,2,1.6576645538490107
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1083-1083.TIF,2,0.0969693432619039
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1086-1086.TIF,2,-1.6893199291441765
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1087-1087.TIF,2,0.22179449444467572
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1090-1092.TIF,2,1.6128816390481076
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1093-1093.TIF,2,-0.19458659225333777
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1094-1094.TIF,2,-1.2908810685380112
./data/int20/01-NORMO/15-48904.PB.PAP-B~A.1096-1096.TIF,2,1.5893542903499647
